BedroomAbvGr,BsmtFinSF1,BsmtUnfSF,GarageArea,GrLivArea,LotArea,LotFrontage,MasVnrArea,OpenPorchSF,OverallCond,TotalBsmtSF,YearBuilt,BsmtExposure_No,BsmtExposure_Av,BsmtExposure_Gd,BsmtExposure_Mn,BsmtExposure_Missing,BsmtFinType1_Rec,BsmtFinType1_ALQ,BsmtFinType1_LwQ,BsmtFinType1_BLQ,BsmtFinType1_Missing,BsmtFinType1_GLQ,GarageFinish_RFn,GarageFinish_Missing,GarageFinish_Unf,GarageFinish_Fin,KitchenQual_TA,KitchenQual_Ex,KitchenQual_Fa
3.0,-1.3552551742890226,0,0,-0.6919983278681282,-0.805680315936788,65.0,0.0,0,5,-2.260872514569943,1955,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1
3.0,-0.0503690942661939,379,583,0.4554895522015522,0.1967031447058426,78.0,0.0,73,5,1.2993904883574885,1998,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
3.0,-1.3552551742890226,540,352,-0.0130081103525424,-1.1709227524494652,63.0,0.0,0,4,-1.208585890503048,1900,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
3.0,0.7830630032547615,519,318,-0.5324032323505651,0.2373286730759046,69.0,196.0,111,5,0.3967055908088743,1967,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0
3.0,0.6203039563990238,192,475,0.0682418185602128,0.7535056395994656,69.0,289.0,44,8,-0.7309654906590594,1976,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
3.0,-1.3552551742890226,893,800,0.6667127849646572,0.2574196101119571,72.0,0.0,116,5,-0.3253848217019521,2005,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
3.0,0.635766601971456,224,213,0.0989190530380942,-0.3869785782724178,69.0,0.0,0,7,-0.617600217534373,1942,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
4.0,1.079775399447089,390,514,1.446730588481696,0.4967066259567247,86.0,99.0,121,5,0.9459268149257066,1990,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
3.0,-1.3552551742890226,1588,825,0.2843783627750357,0.1697848850007559,85.0,410.0,45,5,1.1753799685504005,2006,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
3.0,0.7458357581660059,0,539,-0.5829714408101629,-0.0536286916376633,79.0,0.0,0,6,-0.9072973165688228,1959,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0
3.0,1.151233235417254,279,576,0.0989190530380942,0.0159262561322539,79.0,0.0,27,5,0.9541283730770526,1997,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
4.0,0.8864686827955591,1217,666,2.44461723950958,0.918735246618881,56.0,579.0,86,5,2.0396856842964604,1995,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
2.0,0.2969424319569795,572,576,-1.3971964996443915,-0.0675812889401463,57.0,0.0,0,5,-0.3796047839995912,1996,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0
3.0,-0.7960089178258333,712,546,0.3841338712826003,0.0907529806894196,60.0,0.0,0,7,-0.7235140172996314,1925,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0
3.0,-1.3552551742890226,1078,360,0.2555368463914315,-0.7426955872350746,52.0,0.0,0,7,0.0979936390595815,1930,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
3.0,1.0475490954700126,336,588,0.0538184682760988,0.8373954720068404,69.0,225.0,48,5,0.732603646247178,1980,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0
4.0,0.7505830786166967,323,423,0.5794802004375796,0.6031920688129229,75.0,0.0,0,7,-0.1167266178355194,1940,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0
3.0,-0.7377813751197019,846,578,0.6105569208971658,0.3132403855421234,68.0,0.0,105,5,-0.3890736625038636,2007,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
2.0,0.7078180129838906,580,297,-0.5778764108754184,-0.0341760121686459,72.0,74.0,44,5,0.3577108048208866,1956,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0
2.0,-1.3552551742890226,0,520,-0.7615143301086037,-0.0827371511684619,67.0,0.0,96,5,-2.260872514569943,1949,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0
3.0,-1.3552551742890226,0,290,-1.636618035121326,0.4404339468394017,69.0,0.0,0,3,-2.260872514569943,1957,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0
3.0,0.6520001053314537,29,530,0.9358930635316568,0.3675013264767625,69.0,232.0,189,4,-0.5858968808319212,1969,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0
4.0,0.4439794502319816,392,392,-0.5149021992170554,0.1183840068574428,60.0,0.0,0,7,-0.5858968808319212,1924,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0
3.0,-1.3552551742890226,684,216,-0.1690007737153842,-1.6222519161826394,60.0,0.0,158,7,-0.8336567840387785,1910,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
3.0,0.3358914252532422,162,280,-1.1629363120599487,-1.6222519161826394,21.0,127.0,0,6,-1.364265919790165,1970,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0
3.0,0.8212897246572951,172,719,-0.0087878674306757,0.2377026229049149,114.0,0.0,244,5,-0.2855516199462182,1990,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0
2.0,0.902405599982311,0,396,-0.5173961558829288,-0.0608104734245293,67.0,0.0,0,5,-0.460472098705547,1951,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0
3.0,-0.7377813751197019,1480,570,0.1111032491457012,-0.1477622993060758,63.0,210.0,36,5,0.9970886761169984,2004,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
3.0,0.8578418571107155,503,1069,1.6002477424598864,1.1453026260499146,69.0,731.0,126,5,0.5468951751008807,1998,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0
3.0,0.9604166646513158,1035,576,1.2835943435356154,1.5033702132474611,69.0,287.0,0,5,1.877003896660124,1970,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0
2.0,0.7748332337269185,501,632,-0.5474851334576503,-0.5873392590472638,64.0,24.0,61,5,0.3381539874986558,2006,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
4.0,-1.3552551742890226,1050,352,0.6565800533363282,0.5469357175564511,81.0,335.0,0,5,0.0352595347842267,1954,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
4.0,1.284869149096864,0,0,-0.0130081103525424,-0.3333023846045153,42.0,0.0,0,3,0.8739042717715905,1977,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0
3.0,-0.5669513950350598,1176,460,-0.537422182185643,0.2494453294904779,83.0,0.0,22,5,0.3923805936111418,2009,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0
2.0,-1.3552551742890226,572,288,-0.8023582823084493,-0.9176863239920808,69.0,0.0,0,7,-1.1231444950478064,1926,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
4.0,0.6658021641698573,487,831,1.911392581837344,-0.042149639444027,69.0,289.0,204,9,0.239760136859605,1976,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
3.0,-1.3552551742890226,880,527,0.5340189989487396,-0.0505898851102482,57.0,0.0,155,5,-0.3559838770237905,1998,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
3.0,0.6594620840895761,678,528,-0.2592734952828909,0.1286945278480068,69.0,451.0,26,5,0.6401653438120145,1963,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0
3.0,1.034058234118282,36,288,-0.968581771631279,-0.1677024179112573,70.0,168.0,0,5,0.0397554118882299,1968,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0
4.0,-1.3552551742890226,1288,462,1.5591494146879763,1.087499861181993,121.0,284.0,82,5,0.5554095923140427,1991,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
3.0,0.8160602480710474,216,280,-1.285831964711929,-0.2166951322989281,60.0,0.0,36,6,-0.1972311567642078,1954,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0
3.0,-1.3552551742890226,728,532,1.0135284022142297,0.4258951952422476,60.0,0.0,135,8,-0.7235140172996314,1910,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2.0,-1.3552551742890226,440,0,-1.5511792494632817,-0.851019539880558,51.0,0.0,0,7,-1.485009677714695,1923,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
2.0,-0.6875527711403598,1530,627,0.2186043385419543,-1.3362275180940328,34.0,108.0,73,5,1.1068195407353083,2006,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0
4.0,0.5825823758477401,176,576,1.1501489948378942,0.3675013264767625,85.0,0.0,0,5,-0.1879904786281623,1969,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0
3.0,-1.3552551742890226,816,576,-0.0641161901146953,1.731479161364424,69.0,0.0,0,7,-0.5084556731865537,1918,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
3.0,0.8393394930160157,80,398,0.2939313113857496,-0.409028422418747,62.0,0.0,75,5,-0.4533014623562993,2004,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0
3.0,1.0106478622657138,179,676,-0.1402332308345598,0.0417419118763038,78.0,0.0,0,7,0.2814297406252474,1972,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
3.0,0.711800956797999,0,338,0.3674248816054697,0.0907529806894196,80.0,183.0,0,6,0.4527567675800121,1958,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0
2.0,-1.3552551742890226,920,240,-1.2665973781244788,-0.7226583235256684,50.0,0.0,0,7,-0.2622143368759758,1938,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
4.0,-1.3552551742890226,0,672,0.864112347286491,-0.4390001933667523,64.0,500.0,0,5,-2.260872514569943,2003,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0
3.0,0.649855008539873,420,484,-1.1846305336269178,-0.5028325635410723,71.0,153.0,0,6,-0.1235962947696894,1977,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0
3.0,0.565999888243065,434,608,0.6413168694296435,0.3978648057060189,68.0,162.0,42,5,-0.2622143368759758,2001,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0
3.0,1.2472418486895145,317,636,0.4806985009820275,0.1859805827345073,75.0,186.0,57,5,1.3708174098547627,2004,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
2.0,0.769300530505416,292,240,-1.2096156947839702,-0.2621135783489463,50.0,0.0,0,6,-0.1419432917060038,1948,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0
3.0,1.014823889046521,200,576,-0.0193495472128333,0.8456160079157766,69.0,0.0,0,6,0.3403289416037085,1956,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0
3.0,-1.3552551742890226,1055,905,1.359574739493112,0.0167644003931718,69.0,396.0,45,5,0.0464948987342339,2001,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
3.0,0.3259426287854683,114,550,0.5357802278668252,0.4545302942451574,80.0,96.0,88,6,-1.2112776174377515,1979,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0
2.0,0.397299709468974,710,447,-0.4777375278905972,0.1719134532963494,72.0,64.0,0,6,0.0801150350596318,1957,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
3.0,0.4107399739239498,671,286,-1.0035363452570456,-0.3715635042901116,70.0,0.0,0,5,0.0127453085266692,1959,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0
3.0,1.161936003711021,486,772,0.4985768627788179,0.4367250778053201,98.0,200.0,50,5,1.4063759717401287,2007,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
3.0,0.7352928504369214,549,478,0.1573593010162278,0.4168807612663133,104.0,160.0,0,5,0.3511963002329961,1976,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0
3.0,-1.3552551742890226,1489,776,0.0887278819729247,0.3920026521096905,81.0,0.0,140,5,0.974606086143958,2006,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1.0,1.014823889046521,398,660,0.2477990265855963,-1.6222519161826394,51.0,130.0,20,5,0.7618469167392116,2007,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
3.0,-1.3552551742890226,1212,573,-0.537422182185643,-0.0127881419661799,70.0,0.0,0,5,0.3923805936111418,2001,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
3.0,0.8636449543444702,785,544,0.2555368463914315,0.1322508347065215,67.0,110.0,72,5,1.1451821485506506,2002,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
4.0,0.2015636397118352,485,484,0.6481100400102257,0.2457251740934242,80.0,288.0,0,5,-0.713591609886238,1972,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0
3.0,1.2142561241501066,15,528,0.2613272280514818,1.6429014067097605,144.0,0.0,312,6,0.6317211389833364,1923,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
3.0,0.5860892850629287,361,673,0.5410577565065879,-0.0796524635882742,64.0,0.0,56,5,-0.3938125322828179,2003,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
3.0,-1.3552551742890226,1566,890,0.3072548702966852,0.8531210733580127,110.0,640.0,56,5,1.1310632108099037,2007,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
3.0,1.180086917894854,673,676,0.864112347286491,0.8431534962891637,86.0,200.0,51,5,1.8293507395758908,2005,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
3.0,-1.3552551742890226,846,650,0.4771100863235439,0.7014941947895832,83.0,0.0,114,5,-0.4365968545383073,2009,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
3.0,-0.6875527711403598,1632,826,0.4117783171661693,0.3711701081962863,84.0,0.0,146,5,1.3113240099921342,2006,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
2.0,-1.3552551742890226,641,273,-0.9830971670706184,0.3188069396159295,60.0,0.0,0,7,-0.9431620418949702,1885,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
4.0,1.2691482843246853,438,706,1.9258591010489707,1.5544542853638947,56.0,870.0,0,5,1.6873024710628728,2005,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0
3.0,0.5707747645347784,935,576,-0.0448492217619854,0.2033747996477305,100.0,272.0,0,5,0.8428929551635712,1964,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0
2.0,-1.3552551742890226,952,192,-1.2729953476205964,-0.0658317192292753,69.0,0.0,98,6,-0.1879904786281623,1916,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
3.0,0.8019521630098606,274,576,-1.1536861453396925,0.7608030834940422,43.0,0.0,0,5,-0.1007193604419804,1995,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0
1.0,0.9794089938244592,0,540,-1.159849783138995,1.6491517971881375,69.0,0.0,130,5,-0.2203791040500307,1969,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0
3.0,1.0608412656679738,0,384,-0.957019353838416,-0.055802184279316,69.0,0.0,42,4,0.0487402427795277,1966,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0
3.0,1.2203892875596978,426,758,0.572530587099658,0.9412517796985927,42.0,160.0,39,5,1.48895386211244,2006,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0
3.0,-1.3552551742890226,832,427,0.5234299882307795,0.1968940818998469,74.0,40.0,94,5,-0.4700437741641594,1998,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
3.0,0.5139469797558439,76,480,0.0372498806327942,0.6608745632171368,70.0,0.0,0,6,-1.2626804143402028,1963,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0
3.0,-1.3552551742890226,831,493,0.4191076168740238,-0.0482055845708583,68.0,95.0,68,5,-0.472438634274656,2002,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2.0,0.5291918856813483,1296,576,0.582949015001167,-0.346646012611935,61.0,412.0,82,5,1.50070661528309,2005,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0
4.0,0.5802354518471241,652,600,1.803510661979033,1.402338448514829,69.0,1.0,24,5,0.7095701707418213,1977,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0
3.0,1.6404555356734336,878,884,2.6915981018201043,1.731479161364424,130.0,762.0,406,5,2.283432520103847,2007,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0
2.0,0.8603337718197378,0,0,-1.865272256633742,-0.7770837388761535,50.0,0.0,0,6,-0.5858968808319212,1924,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
3.0,0.9750623978377312,108,544,-0.7777858247399843,-0.5287435043358487,85.0,0.0,0,5,0.0127453085266692,1961,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
3.0,0.635766601971456,504,459,-0.1380316425962867,0.3952807423759926,75.0,51.0,82,5,0.0375077623880259,1963,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0
3.0,0.5062056406861701,234,440,-0.1292412916076641,0.4598735354783128,69.0,328.0,0,5,-0.8640243744418628,1978,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0
1.0,-1.3552551742890226,0,0,-2.748661105908848,-1.1709227524494652,50.0,0.0,0,3,-2.260872514569943,1946,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1
2.0,-1.3552551742890226,600,480,-0.5677120224251269,-1.6222519161826394,30.0,0.0,172,5,-1.0494379182993825,2004,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2.0,-1.3552551742890226,1375,398,-0.0684144721645606,-1.6222519161826394,69.0,18.0,20,5,0.7388768264709108,2004,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
4.0,-1.3552551742890226,1584,792,0.2767141852140315,-0.0462569694012867,65.0,0.0,152,5,1.1673347860954506,1967,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
3.0,-1.3552551742890226,792,400,0.145360626428494,0.4294554111210332,69.0,0.0,0,7,-0.5664577704031292,1929,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
3.0,0.7467874435503956,602,528,-0.4240423390398792,0.3613712465540823,80.0,144.0,0,7,0.4913753260408741,1971,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
3.0,0.6906655340803689,277,288,-1.4374996778820917,-0.7635684009208569,69.0,75.0,0,6,-0.3654234899094467,1967,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0
3.0,0.9815742844951884,217,576,-0.6761804530003448,0.6886414346318036,63.0,0.0,50,5,0.2748626560986137,2004,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
2.0,0.7992799914715845,163,432,-1.2348086561084757,0.7308673591720479,80.0,0.0,0,7,-0.3654234899094467,1921,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0
3.0,0.0676497651153961,111,596,1.512392563605052,1.35662841463113,69.0,113.0,265,5,-0.0301937309658206,1965,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0
2.0,0.80903614458195,508,632,-0.4876035417353133,-0.4355588748669833,64.0,82.0,0,5,0.4355443900771754,2007,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
3.0,0.4411493828281057,474,352,-1.5687815091259727,-0.4713272217201642,60.0,0.0,0,7,-0.3938125322828179,1972,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0
3.0,0.4838207551143091,386,575,0.9574045258501236,0.4042241673010134,82.0,340.0,84,6,-0.5301517189414691,1989,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
3.0,0.9923218562062984,130,592,0.8672690309429119,0.524646433115608,78.0,530.0,75,5,0.1158364162558678,1998,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
3.0,-1.3552551742890226,1276,282,1.1038350938197787,0.3398509840810054,53.0,0.0,0,9,0.5298447916395261,1926,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
3.0,-1.3552551742890226,953,460,0.3952220437990681,-0.2822928579276713,62.0,0.0,40,5,-0.1856819499144766,1999,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
2.0,0.0102113797348004,598,533,0.339369419857328,-0.2592133787465681,50.0,0.0,69,5,1.2075061001861531,1993,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
3.0,-1.3552551742890226,0,252,-0.2319074993352701,-0.021315030565245,60.0,98.0,0,6,-2.260872514569943,1957,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0
3.0,1.3865151189112388,284,606,0.8924042616805026,0.2003277444850537,83.0,450.0,95,5,1.844617885596864,2009,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0
4.0,0.5139469797558439,550,325,0.7564078726040309,0.0755695214203641,75.0,0.0,0,4,-0.0915860950293276,1954,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0
2.0,0.8290730344842463,0,504,-1.4989775849803155,0.0041540779103131,69.0,0.0,0,7,-0.4509127907080213,1983,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
2.0,-1.3552551742890226,764,474,0.3562339603300603,-1.6222519161826394,36.0,106.0,27,5,-0.6347310108154968,2003,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2.0,0.3209136432720731,408,240,-0.3617895806578415,-1.6222519161826394,50.0,0.0,35,7,-0.7434031569388851,1947,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0
4.0,-1.3552551742890226,1128,779,1.3955346768078878,0.3978648057060189,69.0,0.0,0,5,0.2089362525966703,2002,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2.0,-0.1875244439455682,0,516,-1.7431757789718036,-0.1511856665153614,110.0,0.0,0,5,-0.5084556731865537,1963,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0
4.0,1.024492694671317,0,786,1.2504355508909346,0.7988464892243807,69.0,178.0,0,5,0.3750612672780104,1988,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
3.0,1.0817118174155935,0,456,0.7792333099664718,-0.0732783069568559,98.0,0.0,0,6,0.1202915519604212,1890,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0
4.0,0.4033046167133865,554,240,0.3933768407516652,-0.4853870637813952,53.0,0.0,0,5,-0.266876286904521,1941,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0
2.0,1.0064521813938112,868,620,0.7383516545188819,0.3532850302360942,88.0,366.0,44,5,1.6795808267420111,2005,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
3.0,-1.3552551742890226,1571,722,0.2516704147402545,0.3527564969582997,89.0,80.0,36,5,1.1411499029307464,2007,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
3.0,-1.3552551742890226,1362,484,1.106750652497644,0.427930403352498,63.0,0.0,238,5,0.7116661972747315,2003,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
5.0,-1.3552551742890226,1907,766,0.9219827940450248,0.3666267845391915,82.0,70.0,0,5,1.800678428557245,1988,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
4.0,-1.3552551742890226,1181,656,1.5047415046874264,0.5227101314205614,93.0,340.0,100,5,0.3250938417335406,2003,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
3.0,0.5190633772416928,448,509,1.192931373787637,0.6779399914558689,100.0,576.0,72,6,-0.3183406442630074,1968,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
2.0,-1.3552551742890226,600,480,-0.5677120224251269,-1.6222519161826394,30.0,0.0,166,5,-1.0494379182993825,2005,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
3.0,-1.3552551742890226,1053,648,0.9726764449248462,0.0448416236402473,75.0,768.0,45,5,0.0420024839822854,2003,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
4.0,-1.3552551742890226,969,648,1.388907729179823,0.3543416654606373,69.0,72.0,56,5,-0.1488339260676922,2000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2.0,1.1625270281958555,424,739,0.7052427180039729,1.731479161364424,69.0,351.0,48,5,1.2854532060758432,1971,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
3.0,1.1870201622574914,572,772,0.7482138952324145,1.0843585647644447,98.0,378.0,112,5,1.6583229072394936,2004,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
4.0,0.3835991622716185,112,0,-0.1980447439289814,0.1902000826512784,62.0,0.0,0,7,-0.9354590766840574,1940,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0
3.0,-1.3552551742890226,840,500,0.4337130489660611,0.4093651637865927,72.0,101.0,68,5,-0.4509127907080213,2003,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
3.0,-1.3552551742890226,319,0,-0.0856689982811221,-0.2815598190004073,69.0,0.0,144,7,-1.843677816181036,1920,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
2.0,0.2015636397118352,557,578,0.8099370044581289,1.1390818780952388,137.0,0.0,0,6,1.031747053065182,1966,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
2.0,0.8461147253846546,461,472,-0.4975018431002914,-1.3024326603763676,40.0,0.0,120,5,0.426926876737428,1988,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0
3.0,0.8960663611259982,115,472,0.3785744764262537,-0.025164385309773,59.0,0.0,38,5,-0.2087968378277488,1998,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0
3.0,0.6056639939424836,440,432,-1.2474841441946818,0.3403830408878103,73.0,48.0,0,5,-0.169540528524359,1965,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0
3.0,1.1713479902403716,464,768,0.4878625578820197,0.7201049353590081,86.0,340.0,64,5,1.3945344538434976,2007,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0
3.0,0.3881956486394537,412,280,-0.9368907729775264,0.1542337854019326,80.0,110.0,0,5,0.0487402427795277,1954,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0
3.0,0.5404247147287918,447,288,-0.4777375278905972,-0.5223715364520243,65.0,0.0,0,7,-0.2808786414494816,1961,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0
4.0,-1.3552551742890226,0,410,0.1812146003163872,-0.515469143991457,64.0,0.0,0,5,-2.260872514569943,1979,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0
1.0,0.5767014612896093,135,0,-2.5332580146822137,-1.6222519161826394,21.0,0.0,0,7,-0.9714900611719468,1972,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0
